codes,boardtype
600714.SH,主板
600715.SH,主板
600716.SH,主板
600717.SH,主板
600718.SH,主板
600719.SH,主板
600720.SH,主板
600721.SH,主板
600722.SH,主板
600723.SH,主板
600724.SH,主板
600725.SH,主板
600726.SH,主板
600727.SH,主板
600728.SH,主板
600729.SH,主板
600730.SH,主板
600731.SH,主板
600732.SH,主板
600733.SH,主板
600734.SH,主板
600735.SH,主板
600736.SH,主板
600737.SH,主板
600738.SH,主板
600739.SH,主板
600740.SH,主板
600741.SH,主板
600742.SH,主板
600743.SH,主板
600744.SH,主板
600745.SH,主板
600746.SH,主板
600748.SH,主板
600749.SH,主板
600750.SH,主板
600751.SH,主板
600753.SH,主板
600754.SH,主板
600755.SH,主板
600756.SH,主板
600757.SH,主板
600758.SH,主板
600759.SH,主板
600760.SH,主板
600761.SH,主板
600763.SH,主板
600764.SH,主板
600765.SH,主板
600766.SH,主板
600767.SH,主板
600768.SH,主板
600769.SH,主板
600770.SH,主板
600771.SH,主板
600773.SH,主板
600774.SH,主板
600775.SH,主板
600776.SH,主板
600777.SH,主板
600778.SH,主板
600779.SH,主板
600780.SH,主板
600781.SH,主板
600782.SH,主板
600783.SH,主板
600784.SH,主板
600785.SH,主板
600787.SH,主板
600789.SH,主板
600790.SH,主板
600791.SH,主板
600792.SH,主板
600793.SH,主板
600794.SH,主板
600795.SH,主板
600796.SH,主板
600797.SH,主板
600798.SH,主板
600800.SH,主板
600801.SH,主板
600802.SH,主板
600803.SH,主板
600804.SH,主板
600805.SH,主板
600807.SH,主板
600808.SH,主板
600809.SH,主板
600810.SH,主板
600811.SH,主板
600812.SH,主板
600814.SH,主板
600815.SH,主板
600816.SH,主板
600817.SH,主板
600818.SH,主板
600819.SH,主板
600820.SH,主板
600821.SH,主板
600822.SH,主板
600823.SH,主板
600824.SH,主板
600825.SH,主板
600826.SH,主板
600827.SH,主板
600828.SH,主板
600829.SH,主板
600830.SH,主板
600831.SH,主板
600833.SH,主板
600834.SH,主板
600835.SH,主板
600836.SH,主板
600837.SH,主板
600838.SH,主板
600839.SH,主板
600841.SH,主板
600843.SH,主板
600844.SH,主板
600845.SH,主板
600846.SH,主板
600847.SH,主板
600848.SH,主板
600850.SH,主板
600851.SH,主板
600853.SH,主板
600854.SH,主板
600855.SH,主板
600856.SH,主板
600857.SH,主板
600858.SH,主板
600859.SH,主板
600860.SH,主板
600861.SH,主板
600862.SH,主板
600863.SH,主板
600864.SH,主板
600865.SH,主板
600866.SH,主板
600867.SH,主板
600868.SH,主板
600869.SH,主板
600870.SH,主板
600871.SH,主板
600872.SH,主板
600873.SH,主板
600874.SH,主板
600875.SH,主板
600876.SH,主板
600877.SH,主板
600879.SH,主板
600880.SH,主板
600881.SH,主板
600882.SH,主板
600883.SH,主板
600884.SH,主板
600885.SH,主板
600886.SH,主板
600887.SH,主板
600888.SH,主板
600889.SH,主板
600890.SH,主板
600891.SH,主板
600892.SH,主板
600893.SH,主板
600894.SH,主板
600895.SH,主板
600896.SH,主板
600897.SH,主板
600898.SH,主板
600900.SH,主板
600901.SH,主板
600903.SH,主板
600908.SH,主板
600909.SH,主板
600917.SH,主板
600919.SH,主板
600926.SH,主板
600929.SH,主板
600933.SH,主板
600936.SH,主板
600939.SH,主板
600958.SH,主板
600959.SH,主板
600960.SH,主板
600961.SH,主板
600962.SH,主板
600963.SH,主板
600965.SH,主板
600966.SH,主板
600967.SH,主板
600969.SH,主板
600970.SH,主板
600971.SH,主板
600973.SH,主板
600975.SH,主板
600976.SH,主板
600977.SH,主板
600979.SH,主板
600980.SH,主板
600981.SH,主板
600982.SH,主板
600983.SH,主板
600984.SH,主板
600985.SH,主板
600986.SH,主板
600987.SH,主板
600988.SH,主板
600990.SH,主板
600992.SH,主板
600993.SH,主板
600995.SH,主板
600996.SH,主板
600997.SH,主板
600998.SH,主板
600999.SH,主板
601000.SH,主板
601001.SH,主板
601002.SH,主板
601003.SH,主板
601005.SH,主板
601006.SH,主板
601007.SH,主板
601008.SH,主板
601009.SH,主板
601010.SH,主板
601011.SH,主板
601012.SH,主板
601015.SH,主板
601016.SH,主板
601018.SH,主板
601019.SH,主板
601020.SH,主板
601021.SH,主板
601028.SH,主板
601038.SH,主板
601058.SH,主板
601066.SH,主板
601068.SH,主板
601069.SH,主板
601086.SH,主板
601088.SH,主板
601098.SH,主板
601099.SH,主板
601100.SH,主板
601101.SH,主板
601106.SH,主板
601107.SH,主板
601108.SH,主板
601111.SH,主板
601113.SH,主板
601116.SH,主板
601117.SH,主板
601118.SH,主板
601126.SH,主板
601127.SH,主板
601128.SH,主板
601137.SH,主板
601138.SH,主板
601139.SH,主板
601155.SH,主板
601158.SH,主板
601162.SH,主板
601163.SH,主板
601166.SH,主板
601168.SH,主板
601169.SH,主板
601177.SH,主板
601179.SH,主板
601186.SH,主板
601188.SH,主板
601198.SH,主板
601199.SH,主板
601200.SH,主板
601208.SH,主板
601211.SH,主板
601212.SH,主板
601216.SH,主板
601218.SH,主板
601222.SH,主板
601225.SH,主板
601226.SH,主板
601228.SH,主板
601229.SH,主板
601231.SH,主板
601233.SH,主板
601238.SH,主板
601258.SH,主板
601288.SH,主板
601311.SH,主板
601318.SH,主板
601319.SH,主板
601326.SH,主板
601328.SH,主板
601330.SH,主板
601333.SH,主板
601336.SH,主板
601339.SH,主板
601360.SH,主板
601366.SH,主板
601368.SH,主板
601369.SH,主板
601375.SH,主板
601377.SH,主板
601388.SH,主板
601390.SH,主板
601398.SH,主板
601500.SH,主板
601515.SH,主板
601518.SH,主板
601519.SH,主板
601555.SH,主板
601566.SH,主板
601567.SH,主板
601577.SH,主板
601579.SH,主板
601588.SH,主板
601595.SH,主板
601599.SH,主板
601600.SH,主板
601601.SH,主板
601606.SH,主板
601607.SH,主板
601608.SH,主板
601611.SH,主板
601616.SH,主板
601618.SH,主板
601619.SH,主板
601628.SH,主板
601633.SH,主板
601636.SH,主板
601666.SH,主板
601668.SH,主板
601669.SH,主板
601677.SH,主板
601678.SH,主板
601688.SH,主板
601689.SH,主板
601699.SH,主板
601700.SH,主板
601717.SH,主板
601718.SH,主板
601727.SH,主板
601766.SH,主板
601777.SH,主板
601788.SH,主板
601789.SH,主板
601798.SH,主板
601799.SH,主板
601800.SH,主板
601801.SH,主板
601808.SH,主板
601811.SH,主板
601818.SH,主板
601828.SH,主板
601838.SH,主板
601857.SH,主板
601858.SH,主板
601866.SH,主板
601869.SH,主板
601872.SH,主板
601877.SH,主板
601878.SH,主板
601880.SH,主板
601881.SH,主板
601882.SH,主板
601886.SH,主板
601888.SH,主板
601890.SH,主板
601898.SH,主板
601899.SH,主板
601900.SH,主板
601901.SH,主板
601908.SH,主板
601918.SH,主板
601919.SH,主板
601928.SH,主板
601929.SH,主板
601933.SH,主板
601939.SH,主板
601949.SH,主板
601952.SH,主板
601958.SH,主板
601965.SH,主板
601966.SH,主板
601968.SH,主板
601969.SH,主板
601985.SH,主板
601988.SH,主板
601989.SH,主板
601990.SH,主板
601991.SH,主板
601992.SH,主板
601996.SH,主板
601997.SH,主板
601998.SH,主板
601999.SH,主板
603000.SH,主板
603001.SH,主板
603002.SH,主板
603003.SH,主板
603005.SH,主板
603006.SH,主板
603007.SH,主板
603008.SH,主板
603009.SH,主板
603010.SH,主板
603011.SH,主板
603012.SH,主板
603013.SH,主板
603015.SH,主板
603016.SH,主板
603017.SH,主板
603018.SH,主板
603019.SH,主板
603020.SH,主板
603021.SH,主板
603022.SH,主板
603023.SH,主板
603025.SH,主板
603026.SH,主板
603027.SH,主板
603028.SH,主板
603029.SH,主板
603030.SH,主板
603031.SH,主板
603032.SH,主板
603033.SH,主板
603035.SH,主板
603036.SH,主板
603037.SH,主板
603038.SH,主板
603039.SH,主板
603040.SH,主板
603041.SH,主板
603042.SH,主板
603043.SH,主板
603045.SH,主板
603050.SH,主板
603055.SH,主板
603056.SH,主板
603058.SH,主板
603059.SH,主板
603060.SH,主板
603063.SH,主板
603066.SH,主板
603067.SH,主板
603069.SH,主板
603076.SH,主板
603077.SH,主板
603078.SH,主板
603079.SH,主板
603080.SH,主板
603081.SH,主板
603083.SH,主板
603085.SH,主板
603086.SH,主板
603088.SH,主板
603089.SH,主板
603090.SH,主板
603096.SH,主板
603098.SH,主板
603099.SH,主板
603100.SH,主板
603101.SH,主板
603103.SH,主板
603105.SH,主板
603106.SH,主板
603108.SH,主板
603110.SH,主板
603111.SH,主板
603113.SH,主板
603116.SH,主板
603117.SH,主板
603118.SH,主板
603123.SH,主板
603126.SH,主板
603127.SH,主板
603128.SH,主板
603129.SH,主板
603131.SH,主板
603133.SH,主板
603136.SH,主板
603138.SH,主板
603139.SH,主板
603156.SH,主板
603157.SH,主板
603158.SH,主板
603159.SH,主板
603160.SH,主板
603161.SH,主板
603165.SH,主板
603166.SH,主板
603167.SH,主板
603168.SH,主板
603169.SH,主板
603177.SH,主板
603178.SH,主板
603179.SH,主板
603180.SH,主板
603181.SH,主板
603183.SH,主板
603185.SH,主板
603186.SH,主板
603187.SH,主板
603188.SH,主板
603189.SH,主板
603192.SH,主板
603196.SH,主板
603197.SH,主板
603198.SH,主板
603199.SH,主板
603200.SH,主板
603203.SH,主板
603208.SH,主板
603214.SH,主板
603218.SH,主板
603220.SH,主板
603222.SH,主板
603223.SH,主板
603225.SH,主板
603226.SH,主板
603227.SH,主板
603228.SH,主板
603229.SH,主板
603232.SH,主板
603233.SH,主板
603238.SH,主板
603239.SH,主板
603258.SH,主板
603259.SH,主板
603260.SH,主板
603266.SH,主板
603268.SH,主板
603269.SH,主板
603277.SH,主板
603278.SH,主板
603283.SH,主板
603286.SH,主板
603288.SH,主板
603289.SH,主板
603297.SH,主板
603298.SH,主板
603299.SH,主板
603300.SH,主板
603301.SH,主板
603303.SH,主板
603305.SH,主板
603306.SH,主板
603308.SH,主板
603309.SH,主板
603311.SH,主板
603313.SH,主板
603315.SH,主板
603316.SH,主板
603318.SH,主板
603319.SH,主板
603320.SH,主板
603321.SH,主板
603322.SH,主板
603323.SH,主板
603326.SH,主板
603328.SH,主板
603329.SH,主板
603330.SH,主板
603331.SH,主板
603333.SH,主板
603335.SH,主板
603336.SH,主板
603337.SH,主板
603338.SH,主板
603339.SH,主板
603345.SH,主板
603348.SH,主板
603355.SH,主板
603356.SH,主板
603357.SH,主板
603358.SH,主板
603359.SH,主板
603360.SH,主板
603363.SH,主板
603365.SH,主板
603366.SH,主板
603367.SH,主板
603368.SH,主板
603369.SH,主板
603377.SH,主板
603378.SH,主板
603380.SH,主板
603383.SH,主板
603385.SH,主板
603386.SH,主板
603387.SH,主板
603388.SH,主板
603389.SH,主板
603393.SH,主板
603396.SH,主板
603398.SH,主板
603399.SH,主板
603416.SH,主板
603421.SH,主板
603429.SH,主板
603444.SH,主板
603456.SH,主板
603458.SH,主板
603466.SH,主板
603477.SH,主板
603486.SH,主板
603488.SH,主板
603496.SH,主板
603499.SH,主板
603500.SH,主板
603501.SH,主板
603505.SH,主板
603506.SH,主板
603507.SH,主板
603508.SH,主板
603515.SH,主板
603516.SH,主板
603517.SH,主板
603518.SH,主板
603519.SH,主板
603520.SH,主板
603527.SH,主板
603528.SH,主板
603533.SH,主板
603535.SH,主板
603536.SH,主板
603538.SH,主板
603555.SH,主板
603556.SH,主板
603557.SH,主板
603558.SH,主板
603559.SH,主板
603566.SH,主板
603567.SH,主板
603568.SH,主板
603569.SH,主板
603577.SH,主板
603578.SH,主板
603579.SH,主板
603580.SH,主板
603583.SH,主板
603585.SH,主板
603586.SH,主板
603587.SH,主板
603588.SH,主板
603589.SH,主板
603590.SH,主板
603595.SH,主板
603596.SH,主板
603598.SH,主板
603599.SH,主板
603600.SH,主板
603601.SH,主板
603602.SH,主板
603603.SH,主板
603605.SH,主板
603606.SH,主板
603607.SH,主板
603608.SH,主板
603609.SH,主板
603611.SH,主板
603612.SH,主板
603615.SH,主板
603616.SH,主板
603617.SH,主板
603618.SH,主板
603619.SH,主板
603626.SH,主板
603628.SH,主板
603629.SH,主板
603630.SH,主板
603633.SH,主板
603636.SH,主板
603637.SH,主板
603638.SH,主板
603639.SH,主板
603648.SH,主板
603650.SH,主板
603655.SH,主板
603656.SH,主板
603657.SH,主板
603658.SH,主板
603659.SH,主板
603660.SH,主板
603661.SH,主板
603663.SH,主板
603665.SH,主板
603666.SH,主板
603667.SH,主板
603668.SH,主板
603669.SH,主板
603676.SH,主板
603677.SH,主板
603678.SH,主板
603679.SH,主板
603680.SH,主板
603683.SH,主板
603685.SH,主板
603686.SH,主板
603688.SH,主板
603689.SH,主板
603690.SH,主板
603693.SH,主板
603696.SH,主板
603698.SH,主板
603699.SH,主板
603701.SH,主板
603703.SH,主板
603706.SH,主板
603707.SH,主板
603708.SH,主板
603709.SH,主板
603711.SH,主板
603712.SH,主板
603713.SH,主板
603716.SH,主板
603717.SH,主板
603718.SH,主板
603721.SH,主板
603722.SH,主板
603725.SH,主板
603726.SH,主板
603727.SH,主板
603728.SH,主板
603729.SH,主板
603730.SH,主板
603733.SH,主板
603737.SH,主板
603738.SH,主板
603757.SH,主板
603758.SH,主板
603766.SH,主板
603767.SH,主板
603768.SH,主板
603773.SH,主板
603776.SH,主板
603777.SH,主板
603778.SH,主板
603779.SH,主板
603787.SH,主板
603788.SH,主板
603789.SH,主板
603790.SH,主板
603797.SH,主板
603798.SH,主板
603799.SH,主板
603800.SH,主板
603801.SH,主板
603803.SH,主板
603806.SH,主板
603808.SH,主板
603809.SH,主板
603810.SH,主板
603811.SH,主板
603813.SH,主板
603816.SH,主板
603817.SH,主板
603818.SH,主板
603819.SH,主板
603822.SH,主板
603823.SH,主板
603825.SH,主板
603826.SH,主板
603828.SH,主板
603829.SH,主板
603833.SH,主板
603838.SH,主板
603839.SH,主板
603843.SH,主板
603848.SH,主板
603855.SH,主板
603856.SH,主板
603858.SH,主板
603859.SH,主板
603860.SH,主板
603861.SH,主板
603866.SH,主板
603868.SH,主板
603869.SH,主板
603871.SH,主板
603876.SH,主板
603877.SH,主板
603878.SH,主板
603879.SH,主板
603880.SH,主板
603881.SH,主板
603882.SH,主板
603883.SH,主板
603885.SH,主板
603886.SH,主板
603887.SH,主板
603888.SH,主板
603889.SH,主板
603890.SH,主板
603895.SH,主板
603896.SH,主板
603897.SH,主板
603898.SH,主板
603899.SH,主板
603900.SH,主板
603901.SH,主板
603903.SH,主板
603906.SH,主板
603908.SH,主板
603909.SH,主板
603912.SH,主板
603916.SH,主板
603917.SH,主板
603918.SH,主板
603919.SH,主板
603920.SH,主板
603922.SH,主板
603926.SH,主板
603928.SH,主板
603929.SH,主板
603933.SH,主板
603936.SH,主板
603937.SH,主板
603938.SH,主板
603939.SH,主板
603955.SH,主板
603958.SH,主板
603959.SH,主板
603960.SH,主板
603963.SH,主板
603966.SH,主板
603968.SH,主板
603969.SH,主板
603970.SH,主板
603976.SH,主板
603977.SH,主板
603978.SH,主板
603979.SH,主板
603980.SH,主板
603985.SH,主板
603986.SH,主板
603987.SH,主板
603988.SH,主板
603989.SH,主板
603990.SH,主板
603991.SH,主板
603993.SH,主板
603996.SH,主板
603997.SH,主板
603998.SH,主板
603999.SH,主板
600978.SH,主板
600247.SH,主板
600677.SH,主板
600086.SH,主板
600687.SH,主板
600317.SH,主板
000939.SZ,主板
300431.SZ,创业板
300216.SZ,创业板
600069.SH,主板
300156.SZ,创业板
300090.SZ,创业板
600175.SH,主板
002220.SZ,中小板
300028.SZ,创业板
300104.SZ,创业板
002509.SZ,中小板
002604.SZ,中小板
601558.SH,主板
600074.SH,主板
600240.SH,主板
000018.SZ,主板
600747.SH,主板
002143.SZ,中小板
002680.SZ,中小板
002018.SZ,中小板
002477.SZ,中小板
600401.SH,主板
000693.SZ,主板
002070.SZ,中小板
000418.SZ,主板
600680.SH,主板
