,0
3015,603012.SH
3016,603689.SH
3017,600129.SH
3018,002527.SZ
3019,000531.SZ
3020,603358.SH
3021,600114.SH
3022,603383.SH
3023,600330.SH
3024,300454.SZ
3025,002930.SZ
3026,600643.SH
3027,603657.SH
3028,600429.SH
3029,603335.SH
3030,000417.SZ
3031,001965.SZ
3032,002594.SZ
3033,002329.SZ
3034,300084.SZ
3035,603877.SH
3036,601567.SH
3037,600303.SH
3038,300297.SZ
3039,300231.SZ
3040,603768.SH
3041,600663.SH
3042,002388.SZ
3043,002843.SZ
3044,000836.SZ
3045,300002.SZ
3046,300669.SZ
3047,002518.SZ
3048,000762.SZ
3049,300226.SZ
3050,002442.SZ
3051,300106.SZ
3052,600816.SH
3053,601058.SH
3054,601699.SH
3055,603883.SH
3056,002471.SZ
3057,603725.SH
3058,603222.SH
3059,601928.SH
3060,603568.SH
3061,603722.SH
3062,300423.SZ
3063,603377.SH
3064,002611.SZ
3065,002422.SZ
3066,300621.SZ
3067,600513.SH
3068,600612.SH
3069,600006.SH
3070,300031.SZ
3071,002237.SZ
3072,002646.SZ
3073,600038.SH
3074,600548.SH
3075,600477.SH
3076,300676.SZ
3077,300288.SZ
3078,603618.SH
3079,002793.SZ
3080,600623.SH
3081,002054.SZ
3082,002208.SZ
3083,002787.SZ
3084,300009.SZ
3085,600476.SH
3086,002829.SZ
3087,601618.SH
3088,002424.SZ
3089,300649.SZ
3090,601007.SH
3091,600469.SH
3092,002089.SZ
3093,603818.SH
3094,603421.SH
3095,600325.SH
3096,300560.SZ
3097,601162.SH
3098,000069.SZ
3099,002765.SZ
3100,002455.SZ
3101,300705.SZ
3102,600012.SH
3103,601006.SH
3104,603848.SH
3105,600535.SH
3106,002789.SZ
3107,603268.SH
3108,300349.SZ
3109,300634.SZ
3110,300579.SZ
3111,601718.SH
3112,603387.SH
3113,002695.SZ
3114,600652.SH
3115,603138.SH
3116,002057.SZ
3117,002943.SZ
3118,000739.SZ
3119,300217.SZ
3120,600522.SH
3121,000055.SZ
3122,002846.SZ
3123,002326.SZ
3124,002632.SZ
3125,002612.SZ
3126,600151.SH
3127,300230.SZ
3128,002491.SZ
3129,601878.SH
3130,300520.SZ
3131,002535.SZ
3132,600120.SH
3133,603966.SH
3134,600843.SH
3135,002316.SZ
3136,002073.SZ
3137,600011.SH
3138,002537.SZ
3139,002817.SZ
3140,000915.SZ
3141,300565.SZ
3142,600589.SH
3143,601390.SH
3144,300350.SZ
3145,603133.SH
3146,300536.SZ
3147,002216.SZ
3148,600039.SH
3149,002116.SZ
3150,000532.SZ
3151,002510.SZ
3152,600694.SH
3153,002088.SZ
3154,600681.SH
3155,300365.SZ
3156,000930.SZ
3157,600901.SH
3158,300041.SZ
3159,600320.SH
3160,600259.SH
3161,002467.SZ
3162,002428.SZ
3163,600269.SH
3164,300555.SZ
3165,300058.SZ
3166,600165.SH
3167,300396.SZ
3168,600363.SH
3169,603680.SH
3170,300742.SZ
3171,603058.SH
3172,300691.SZ
3173,002772.SZ
3174,002580.SZ
3175,600292.SH
3176,603368.SH
3177,002885.SZ
3178,603005.SH
3179,000062.SZ
3180,002135.SZ
3181,002282.SZ
3182,600428.SH
3183,600865.SH
3184,300518.SZ
3185,603928.SH
3186,600595.SH
3187,300313.SZ
3188,603080.SH
3189,600255.SH
3190,601838.SH
3191,300360.SZ
3192,603819.SH
3193,300211.SZ
3194,603183.SH
3195,603277.SH
3196,600109.SH
3197,600338.SH
3198,000826.SZ
3199,601766.SH
3200,000678.SZ
