WindCodes,IPO_DATE,MKT
300117.SZ,2010/9/2,创业板
300118.SZ,2010/9/2,创业板
300119.SZ,2010/9/17,创业板
300120.SZ,2010/9/17,创业板
300121.SZ,2010/9/17,创业板
300122.SZ,2010/9/28,创业板
300123.SZ,2010/9/28,创业板
300124.SZ,2010/9/28,创业板
300125.SZ,2010/10/13,创业板
300126.SZ,2010/10/13,创业板
300127.SZ,2010/10/13,创业板
300128.SZ,2010/10/13,创业板
300129.SZ,2010/10/19,创业板
300130.SZ,2010/10/19,创业板
300131.SZ,2010/10/19,创业板
300132.SZ,2010/10/26,创业板
300133.SZ,2010/10/26,创业板
300134.SZ,2010/10/26,创业板
300135.SZ,2010/10/26,创业板
300136.SZ,2010/11/5,创业板
300137.SZ,2010/11/5,创业板
300138.SZ,2010/11/5,创业板
300139.SZ,2010/11/12,创业板
300140.SZ,2010/11/12,创业板
300141.SZ,2010/11/12,创业板
300142.SZ,2010/11/12,创业板
300143.SZ,2010/12/9,创业板
300144.SZ,2010/12/9,创业板
300145.SZ,2010/12/9,创业板
300146.SZ,2010/12/15,创业板
300147.SZ,2010/12/15,创业板
300148.SZ,2010/12/15,创业板
300149.SZ,2010/12/22,创业板
300150.SZ,2010/12/22,创业板
300151.SZ,2010/12/22,创业板
300152.SZ,2010/12/29,创业板
300153.SZ,2010/12/29,创业板
300154.SZ,2010/12/29,创业板
300155.SZ,2011/1/7,创业板
300157.SZ,2011/1/7,创业板
300158.SZ,2011/1/7,创业板
300159.SZ,2011/1/7,创业板
300160.SZ,2011/1/13,创业板
300161.SZ,2011/1/13,创业板
300162.SZ,2011/1/13,创业板
300163.SZ,2011/1/13,创业板
300164.SZ,2011/1/13,创业板
300165.SZ,2011/1/25,创业板
300166.SZ,2011/1/25,创业板
300167.SZ,2011/1/25,创业板
300168.SZ,2011/1/25,创业板
300169.SZ,2011/1/25,创业板
300170.SZ,2011/2/1,创业板
300171.SZ,2011/2/1,创业板
300172.SZ,2011/2/1,创业板
300173.SZ,2011/2/1,创业板
300174.SZ,2011/2/1,创业板
300175.SZ,2011/2/15,创业板
300176.SZ,2011/2/15,创业板
300177.SZ,2011/2/15,创业板
300178.SZ,2011/2/15,创业板
300179.SZ,2011/2/15,创业板
300180.SZ,2011/2/22,创业板
300181.SZ,2011/2/22,创业板
300182.SZ,2011/2/22,创业板
300183.SZ,2011/2/22,创业板
300184.SZ,2011/2/22,创业板
300185.SZ,2011/3/8,创业板
300187.SZ,2011/3/8,创业板
300188.SZ,2011/3/16,创业板
300189.SZ,2011/3/16,创业板
300190.SZ,2011/3/16,创业板
300191.SZ,2011/3/16,创业板
300192.SZ,2011/3/22,创业板
300193.SZ,2011/3/22,创业板
300194.SZ,2011/3/22,创业板
300195.SZ,2011/3/29,创业板
300196.SZ,2011/3/29,创业板
300197.SZ,2011/3/29,创业板
300198.SZ,2011/4/7,创业板
300199.SZ,2011/4/7,创业板
300200.SZ,2011/4/7,创业板
300201.SZ,2011/4/7,创业板
300202.SZ,2011/4/15,创业板
300203.SZ,2011/4/15,创业板
300204.SZ,2011/4/15,创业板
300205.SZ,2011/4/21,创业板
300206.SZ,2011/4/21,创业板
300207.SZ,2011/4/21,创业板
300208.SZ,2011/4/26,创业板
300209.SZ,2011/4/26,创业板
300210.SZ,2011/4/26,创业板
300211.SZ,2011/5/5,创业板
300212.SZ,2011/5/5,创业板
300213.SZ,2011/5/5,创业板
300214.SZ,2011/5/11,创业板
300215.SZ,2011/5/11,创业板
300217.SZ,2011/5/18,创业板
300218.SZ,2011/5/18,创业板
300219.SZ,2011/5/18,创业板
300220.SZ,2011/5/25,创业板
300221.SZ,2011/5/25,创业板
300222.SZ,2011/5/25,创业板
300223.SZ,2011/5/31,创业板
300224.SZ,2011/5/31,创业板
300225.SZ,2011/5/31,创业板
300226.SZ,2011/6/8,创业板
300227.SZ,2011/6/8,创业板
300228.SZ,2011/6/8,创业板
300229.SZ,2011/6/15,创业板
300230.SZ,2011/6/15,创业板
300231.SZ,2011/6/15,创业板
300232.SZ,2011/6/22,创业板
300233.SZ,2011/6/22,创业板
300234.SZ,2011/6/22,创业板
300235.SZ,2011/6/29,创业板
300236.SZ,2011/6/29,创业板
300237.SZ,2011/6/29,创业板
300238.SZ,2011/7/6,创业板
300239.SZ,2011/7/6,创业板
300240.SZ,2011/7/6,创业板
300241.SZ,2011/7/12,创业板
300242.SZ,2011/7/12,创业板
300243.SZ,2011/7/12,创业板
300244.SZ,2011/7/19,创业板
300245.SZ,2011/7/19,创业板
300246.SZ,2011/7/19,创业板
300247.SZ,2011/7/29,创业板
300248.SZ,2011/7/29,创业板
300249.SZ,2011/8/3,创业板
300250.SZ,2011/8/3,创业板
300251.SZ,2011/8/3,创业板
300252.SZ,2011/8/18,创业板
300253.SZ,2011/8/18,创业板
300254.SZ,2011/8/19,创业板
300255.SZ,2011/8/19,创业板
300256.SZ,2011/8/19,创业板
300257.SZ,2011/8/19,创业板
300258.SZ,2011/8/26,创业板
300259.SZ,2011/8/31,创业板
300260.SZ,2011/9/6,创业板
300261.SZ,2011/9/6,创业板
300262.SZ,2011/9/16,创业板
300263.SZ,2011/9/16,创业板
300264.SZ,2011/9/16,创业板
300265.SZ,2011/9/16,创业板
300266.SZ,2011/9/27,创业板
300267.SZ,2011/9/27,创业板
300268.SZ,2011/9/27,创业板
300269.SZ,2011/10/12,创业板
300270.SZ,2011/10/12,创业板
300271.SZ,2011/10/26,创业板
300272.SZ,2011/11/2,创业板
300273.SZ,2011/10/26,创业板
300274.SZ,2011/11/2,创业板
300275.SZ,2011/11/2,创业板
300276.SZ,2011/11/15,创业板
300277.SZ,2011/11/23,创业板
300278.SZ,2011/12/16,创业板
300279.SZ,2011/12/29,创业板
300280.SZ,2011/12/29,创业板
300281.SZ,2011/12/29,创业板
300282.SZ,2011/12/29,创业板
300283.SZ,2012/1/10,创业板
300284.SZ,2012/1/10,创业板
300285.SZ,2012/1/13,创业板
300286.SZ,2012/1/13,创业板
300287.SZ,2012/2/1,创业板
300288.SZ,2012/2/16,创业板
300289.SZ,2012/2/16,创业板
300290.SZ,2012/2/16,创业板
300291.SZ,2012/2/9,创业板
300292.SZ,2012/2/29,创业板
300293.SZ,2012/3/8,创业板
300294.SZ,2012/3/8,创业板
300295.SZ,2012/3/15,创业板
300296.SZ,2012/3/15,创业板
300297.SZ,2012/3/15,创业板
300298.SZ,2012/3/19,创业板
300299.SZ,2012/3/19,创业板
300300.SZ,2012/3/19,创业板
300301.SZ,2012/3/21,创业板
300302.SZ,2012/3/21,创业板
300303.SZ,2012/3/19,创业板
300304.SZ,2012/3/21,创业板
300305.SZ,2012/3/29,创业板
300306.SZ,2012/3/29,创业板
300307.SZ,2012/3/29,创业板
300308.SZ,2012/4/10,创业板
300309.SZ,2012/4/10,创业板
300310.SZ,2012/4/25,创业板
300311.SZ,2012/4/25,创业板
300312.SZ,2012/5/8,创业板
300313.SZ,2012/4/25,创业板
300314.SZ,2012/5/8,创业板
300315.SZ,2012/5/11,创业板
300316.SZ,2012/5/11,创业板
300317.SZ,2012/5/11,创业板
300318.SZ,2012/5/23,创业板
300319.SZ,2012/5/23,创业板
300320.SZ,2012/6/1,创业板
300321.SZ,2012/5/23,创业板
300322.SZ,2012/6/8,创业板
300323.SZ,2012/6/1,创业板
300324.SZ,2012/6/8,创业板
300325.SZ,2012/6/1,创业板
300326.SZ,2012/6/13,创业板
300327.SZ,2012/6/13,创业板
300328.SZ,2012/6/19,创业板
300329.SZ,2012/6/19,创业板
300330.SZ,2012/6/19,创业板
300331.SZ,2012/6/28,创业板
300332.SZ,2012/6/28,创业板
300333.SZ,2012/6/28,创业板
300334.SZ,2012/7/5,创业板
300335.SZ,2012/7/10,创业板
300336.SZ,2012/7/10,创业板
300337.SZ,2012/7/18,创业板
300338.SZ,2012/7/26,创业板
300339.SZ,2012/7/18,创业板
300340.SZ,2012/7/26,创业板
300341.SZ,2012/7/26,创业板
300342.SZ,2012/7/26,创业板
300343.SZ,2012/8/1,创业板
300344.SZ,2012/8/1,创业板
300345.SZ,2012/8/1,创业板
300346.SZ,2012/8/7,创业板
300347.SZ,2012/8/17,创业板
300348.SZ,2012/8/17,创业板
300349.SZ,2012/8/17,创业板
300350.SZ,2012/8/21,创业板
300351.SZ,2012/9/20,创业板
300352.SZ,2012/9/12,创业板
300353.SZ,2012/9/27,创业板
300354.SZ,2012/9/20,创业板
300355.SZ,2012/9/27,创业板
300356.SZ,2012/10/9,创业板
300357.SZ,2014/1/21,创业板
300358.SZ,2014/1/21,创业板
300359.SZ,2014/1/21,创业板
300360.SZ,2014/1/21,创业板
300362.SZ,2014/1/21,创业板
300363.SZ,2014/1/29,创业板
300364.SZ,2015/1/21,创业板
300365.SZ,2014/1/23,创业板
300366.SZ,2014/1/27,创业板
300367.SZ,2014/1/29,创业板
300368.SZ,2014/1/23,创业板
300369.SZ,2014/1/29,创业板
300370.SZ,2014/1/23,创业板
300371.SZ,2014/1/23,创业板
300373.SZ,2014/1/23,创业板
300374.SZ,2015/3/19,创业板
300375.SZ,2014/1/27,创业板
300376.SZ,2014/1/27,创业板
300377.SZ,2014/1/27,创业板
300378.SZ,2014/1/27,创业板
300379.SZ,2014/1/28,创业板
300380.SZ,2014/1/28,创业板
300381.SZ,2014/1/28,创业板
300382.SZ,2014/1/29,创业板
300383.SZ,2014/1/29,创业板
300384.SZ,2014/8/1,创业板
300385.SZ,2014/6/26,创业板
300386.SZ,2014/6/26,创业板
300387.SZ,2014/7/2,创业板
300388.SZ,2014/8/1,创业板
300389.SZ,2014/8/1,创业板
300390.SZ,2014/7/31,创业板
300391.SZ,2014/8/1,创业板
300392.SZ,2014/9/10,创业板
300393.SZ,2014/9/12,创业板
300394.SZ,2015/2/17,创业板
300395.SZ,2014/9/10,创业板
300396.SZ,2014/9/10,创业板
300397.SZ,2014/9/10,创业板
300398.SZ,2014/10/9,创业板
300399.SZ,2014/10/9,创业板
300400.SZ,2014/10/10,创业板
300401.SZ,2014/10/9,创业板
300402.SZ,2014/10/10,创业板
300403.SZ,2014/10/30,创业板
300404.SZ,2015/4/24,创业板
300405.SZ,2014/10/30,创业板
300406.SZ,2014/10/30,创业板
300407.SZ,2014/12/3,创业板
300408.SZ,2014/12/3,创业板
300409.SZ,2014/12/3,创业板
300410.SZ,2014/12/31,创业板
300411.SZ,2014/12/31,创业板
300412.SZ,2014/12/31,创业板
300413.SZ,2015/1/21,创业板
300414.SZ,2015/5/13,创业板
300415.SZ,2015/1/23,创业板
300416.SZ,2015/1/22,创业板
300417.SZ,2015/1/23,创业板
300418.SZ,2015/1/21,创业板
300419.SZ,2015/1/22,创业板
300420.SZ,2015/2/17,创业板
300421.SZ,2015/2/17,创业板
300422.SZ,2015/2/17,创业板
300423.SZ,2015/2/17,创业板
300424.SZ,2015/4/22,创业板
300425.SZ,2015/2/16,创业板
300426.SZ,2015/2/17,创业板
300427.SZ,2015/2/17,创业板
300428.SZ,2015/3/19,创业板
300429.SZ,2015/3/24,创业板
300430.SZ,2015/3/19,创业板
300432.SZ,2015/3/19,创业板
300433.SZ,2015/3/18,创业板
300434.SZ,2015/4/24,创业板
300435.SZ,2015/3/26,创业板
300436.SZ,2015/4/22,创业板
300437.SZ,2015/4/23,创业板
300438.SZ,2015/4/24,创业板
300439.SZ,2015/4/22,创业板
300440.SZ,2015/4/23,创业板
300441.SZ,2015/4/23,创业板
300442.SZ,2015/4/24,创业板
300443.SZ,2015/4/22,创业板
300444.SZ,2015/4/23,创业板
300445.SZ,2015/4/24,创业板
300446.SZ,2015/4/23,创业板
300447.SZ,2015/4/22,创业板
300448.SZ,2015/4/24,创业板
300449.SZ,2015/4/22,创业板
300450.SZ,2015/5/18,创业板
300451.SZ,2015/5/14,创业板
300452.SZ,2015/5/15,创业板
300453.SZ,2015/5/15,创业板
300454.SZ,2018/5/16,创业板
300455.SZ,2015/5/15,创业板
300456.SZ,2015/5/14,创业板
300457.SZ,2015/5/14,创业板
300458.SZ,2015/5/15,创业板
300459.SZ,2015/5/15,创业板
300460.SZ,2015/5/15,创业板
300461.SZ,2015/5/19,创业板
300462.SZ,2015/5/27,创业板
300463.SZ,2015/5/28,创业板
300464.SZ,2015/6/10,创业板
300465.SZ,2015/5/28,创业板
300466.SZ,2015/5/28,创业板
300467.SZ,2015/5/27,创业板
300468.SZ,2015/5/27,创业板
300469.SZ,2015/6/11,创业板
300470.SZ,2015/6/12,创业板
300471.SZ,2015/6/11,创业板
300472.SZ,2015/6/11,创业板
300473.SZ,2015/6/12,创业板
300474.SZ,2016/3/31,创业板
300475.SZ,2015/6/10,创业板
300476.SZ,2015/6/11,创业板
300477.SZ,2015/6/10,创业板
300478.SZ,2015/6/10,创业板
300479.SZ,2015/6/12,创业板
300480.SZ,2015/7/2,创业板
300481.SZ,2015/6/30,创业板
300482.SZ,2015/6/30,创业板
300483.SZ,2015/6/30,创业板
300484.SZ,2016/3/22,创业板
300485.SZ,2015/6/26,创业板
300486.SZ,2015/6/30,创业板
300487.SZ,2015/7/2,创业板
300488.SZ,2015/7/1,创业板
300489.SZ,2015/7/1,创业板
300490.SZ,2015/12/31,创业板
300491.SZ,2015/12/31,创业板
300492.SZ,2015/12/23,创业板
300493.SZ,2015/12/10,创业板
300494.SZ,2015/12/31,创业板
300495.SZ,2015/12/22,创业板
300496.SZ,2015/12/10,创业板
300497.SZ,2015/12/22,创业板
300498.SZ,2015/11/2,创业板
300499.SZ,2016/2/2,创业板
300500.SZ,2016/2/4,创业板
300501.SZ,2016/2/4,创业板
300502.SZ,2016/3/3,创业板
300503.SZ,2016/3/9,创业板
300504.SZ,2018/3/30,创业板
300505.SZ,2016/3/15,创业板
300506.SZ,2016/3/24,创业板
300507.SZ,2016/4/29,创业板
300508.SZ,2016/4/19,创业板
300509.SZ,2016/4/25,创业板
300510.SZ,2016/5/6,创业板
300511.SZ,2016/5/4,创业板
300512.SZ,2016/5/26,创业板
300513.SZ,2016/5/30,创业板
300514.SZ,2017/4/26,创业板
300515.SZ,2016/6/8,创业板
300516.SZ,2016/6/2,创业板
300517.SZ,2016/7/19,创业板
300518.SZ,2016/6/24,创业板
300519.SZ,2016/6/24,创业板
300520.SZ,2016/7/8,创业板
300521.SZ,2016/7/5,创业板
300522.SZ,2016/7/5,创业板
300523.SZ,2016/7/26,创业板
300525.SZ,2016/7/26,创业板
300526.SZ,2016/8/2,创业板
300527.SZ,2016/8/5,创业板
300528.SZ,2016/8/8,创业板
300529.SZ,2016/8/2,创业板
300530.SZ,2016/8/9,创业板
300531.SZ,2016/8/9,创业板
300532.SZ,2016/8/18,创业板
300533.SZ,2016/8/18,创业板
300534.SZ,2016/9/13,创业板
300535.SZ,2016/8/12,创业板
300536.SZ,2016/9/20,创业板
300537.SZ,2016/8/30,创业板
300538.SZ,2016/8/26,创业板
300539.SZ,2016/8/30,创业板
300540.SZ,2016/8/23,创业板
300541.SZ,2016/9/13,创业板
300542.SZ,2016/9/20,创业板
300543.SZ,2016/9/8,创业板
300545.SZ,2016/9/28,创业板
300546.SZ,2016/9/28,创业板
300547.SZ,2016/9/30,创业板
300548.SZ,2016/10/12,创业板
300549.SZ,2016/9/30,创业板
300550.SZ,2016/10/18,创业板
300551.SZ,2016/10/18,创业板
300552.SZ,2016/10/21,创业板
300553.SZ,2016/10/21,创业板
300554.SZ,2017/4/21,创业板
300555.SZ,2016/10/18,创业板
300556.SZ,2016/11/4,创业板
300557.SZ,2016/11/1,创业板
300558.SZ,2016/11/7,创业板
300559.SZ,2016/11/1,创业板
300560.SZ,2016/11/1,创业板
300561.SZ,2016/11/17,创业板
300562.SZ,2016/11/16,创业板
300563.SZ,2016/11/14,创业板
300564.SZ,2019/11/8,创业板
300565.SZ,2016/11/22,创业板
300566.SZ,2016/11/15,创业板
300567.SZ,2016/11/22,创业板
300568.SZ,2016/12/1,创业板
300569.SZ,2016/11/25,创业板
300570.SZ,2016/12/6,创业板
300571.SZ,2016/12/13,创业板
300572.SZ,2016/12/6,创业板
300573.SZ,2016/12/8,创业板
300575.SZ,2016/12/20,创业板
300576.SZ,2016/12/20,创业板
300577.SZ,2016/12/21,创业板
300578.SZ,2017/1/25,创业板
300579.SZ,2016/12/23,创业板
300580.SZ,2017/1/11,创业板
300581.SZ,2016/12/20,创业板
300582.SZ,2016/12/28,创业板
300583.SZ,2017/1/6,创业板
300584.SZ,2017/1/12,创业板
300585.SZ,2016/12/29,创业板
300586.SZ,2017/1/4,创业板
300587.SZ,2017/1/5,创业板
300588.SZ,2017/1/5,创业板
300589.SZ,2017/1/13,创业板
300590.SZ,2017/1/11,创业板
300591.SZ,2017/1/10,创业板
300592.SZ,2017/1/20,创业板
300593.SZ,2017/1/13,创业板
300594.SZ,2019/6/21,创业板
300595.SZ,2017/1/17,创业板
300596.SZ,2017/1/19,创业板
300597.SZ,2017/1/23,创业板
300598.SZ,2017/1/20,创业板
300599.SZ,2017/1/23,创业板
300600.SZ,2017/1/25,创业板
300601.SZ,2017/2/7,创业板
300602.SZ,2017/1/26,创业板
300603.SZ,2017/1/26,创业板
300604.SZ,2017/4/17,创业板
300605.SZ,2017/2/8,创业板
300606.SZ,2017/2/8,创业板
300607.SZ,2017/2/9,创业板
300608.SZ,2017/2/13,创业板
300609.SZ,2017/2/15,创业板
300610.SZ,2017/2/13,创业板
300611.SZ,2017/2/20,创业板
300612.SZ,2017/2/15,创业板
300613.SZ,2017/2/20,创业板
300615.SZ,2017/2/15,创业板
300616.SZ,2017/3/7,创业板
300617.SZ,2017/2/28,创业板
300618.SZ,2017/3/6,创业板
300619.SZ,2017/3/1,创业板
300620.SZ,2017/3/10,创业板
300621.SZ,2017/3/16,创业板
300622.SZ,2017/3/15,创业板
300623.SZ,2017/3/14,创业板
300624.SZ,2018/1/18,创业板
300625.SZ,2017/3/17,创业板
300626.SZ,2017/3/20,创业板
300627.SZ,2017/3/21,创业板
300628.SZ,2017/3/17,创业板
300629.SZ,2017/3/24,创业板
300630.SZ,2017/3/28,创业板
300631.SZ,2017/3/23,创业板
300632.SZ,2017/4/6,创业板
300633.SZ,2017/4/6,创业板
300634.SZ,2018/3/23,创业板
300635.SZ,2017/3/31,创业板
300636.SZ,2017/3/31,创业板
300637.SZ,2017/4/12,创业板
300638.SZ,2017/4/13,创业板
300639.SZ,2017/4/12,创业板
300640.SZ,2017/4/17,创业板
300641.SZ,2017/4/18,创业板
300642.SZ,2017/4/21,创业板
300643.SZ,2017/5/5,创业板
300644.SZ,2018/2/6,创业板
300645.SZ,2017/4/21,创业板
300647.SZ,2017/5/3,创业板
300648.SZ,2017/4/25,创业板
300649.SZ,2017/5/5,创业板
300650.SZ,2017/5/3,创业板
300651.SZ,2017/5/9,创业板
300652.SZ,2017/5/16,创业板
300653.SZ,2017/5/16,创业板
300654.SZ,2017/9/26,创业板
300655.SZ,2017/5/23,创业板
300656.SZ,2017/5/19,创业板
300657.SZ,2017/5/23,创业板
300658.SZ,2017/6/2,创业板
300659.SZ,2017/5/26,创业板
300660.SZ,2017/6/2,创业板
300661.SZ,2017/6/6,创业板
300662.SZ,2017/6/8,创业板
300663.SZ,2017/6/8,创业板
300664.SZ,2018/1/5,创业板
300665.SZ,2017/6/13,创业板
300666.SZ,2017/6/15,创业板
300667.SZ,2017/6/19,创业板
300668.SZ,2017/6/19,创业板
300669.SZ,2017/6/29,创业板
300670.SZ,2017/7/3,创业板
300671.SZ,2017/7/5,创业板
300672.SZ,2017/7/12,创业板
300673.SZ,2017/7/11,创业板
300674.SZ,2018/11/7,创业板
300675.SZ,2017/7/19,创业板
300676.SZ,2017/7/14,创业板
300677.SZ,2017/7/21,创业板
300678.SZ,2017/7/28,创业板
300679.SZ,2017/7/31,创业板
300680.SZ,2017/7/25,创业板
300681.SZ,2017/7/25,创业板
300682.SZ,2017/8/1,创业板
300683.SZ,2017/8/8,创业板
300684.SZ,2017/12/27,创业板
300685.SZ,2017/8/2,创业板
300686.SZ,2017/8/4,创业板
300687.SZ,2017/8/3,创业板
300688.SZ,2017/8/10,创业板
300689.SZ,2017/8/9,创业板
300690.SZ,2017/8/8,创业板
300691.SZ,2017/8/11,创业板
300692.SZ,2017/8/21,创业板
300693.SZ,2017/8/22,创业板
300694.SZ,2018/10/15,创业板
300695.SZ,2017/9/8,创业板
300696.SZ,2017/8/22,创业板
300697.SZ,2017/9/7,创业板
300698.SZ,2017/8/31,创业板
300699.SZ,2017/9/1,创业板
300700.SZ,2017/9/12,创业板
300701.SZ,2017/9/15,创业板
300702.SZ,2017/9/19,创业板
300703.SZ,2017/9/19,创业板
300705.SZ,2017/10/10,创业板
300706.SZ,2017/9/26,创业板
300707.SZ,2017/10/10,创业板
300708.SZ,2017/10/16,创业板
300709.SZ,2017/10/19,创业板
300710.SZ,2017/10/19,创业板
300711.SZ,2017/11/1,创业板
300712.SZ,2017/10/31,创业板
300713.SZ,2017/11/1,创业板
300715.SZ,2017/10/26,创业板
300716.SZ,2017/11/9,创业板
300717.SZ,2017/11/6,创业板
300718.SZ,2017/11/6,创业板
300719.SZ,2017/11/9,创业板
300720.SZ,2017/11/6,创业板
300721.SZ,2017/11/15,创业板
300722.SZ,2017/11/10,创业板
300723.SZ,2017/11/16,创业板
300724.SZ,2018/8/10,创业板
300725.SZ,2017/11/10,创业板
300726.SZ,2017/11/21,创业板
300727.SZ,2017/11/27,创业板
300729.SZ,2017/12/1,创业板
300730.SZ,2017/12/5,创业板
300731.SZ,2017/12/8,创业板
300732.SZ,2017/12/12,创业板
300733.SZ,2018/1/16,创业板
300735.SZ,2017/12/29,创业板
300736.SZ,2018/1/9,创业板
300737.SZ,2018/1/25,创业板
300738.SZ,2018/1/19,创业板
300739.SZ,2018/2/1,创业板
300740.SZ,2018/2/8,创业板
300741.SZ,2018/3/1,创业板
300742.SZ,2018/5/8,创业板
300743.SZ,2018/4/27,创业板
300745.SZ,2018/5/23,创业板
300746.SZ,2018/5/25,创业板
300747.SZ,2018/6/25,创业板
300748.SZ,2018/9/21,创业板
300749.SZ,2018/9/25,创业板
300750.SZ,2018/6/11,创业板
300751.SZ,2018/11/9,创业板
300752.SZ,2018/11/30,创业板
300753.SZ,2018/12/13,创业板
300755.SZ,2019/1/29,创业板
300756.SZ,2018/12/28,创业板
300757.SZ,2019/1/8,创业板
300758.SZ,2019/2/22,创业板
300759.SZ,2019/1/28,创业板
300760.SZ,2018/10/16,创业板
300761.SZ,2019/2/18,创业板
300762.SZ,2019/3/14,创业板
300763.SZ,2019/3/19,创业板
300765.SZ,2019/3/22,创业板
300766.SZ,2019/3/25,创业板
300767.SZ,2019/3/29,创业板
300768.SZ,2019/4/12,创业板
300769.SZ,2019/4/15,创业板
300770.SZ,2019/4/19,创业板
300771.SZ,2019/4/22,创业板
300772.SZ,2019/4/26,创业板
300773.SZ,2019/4/25,创业板
300775.SZ,2019/5/21,创业板
300776.SZ,2019/5/17,创业板
300777.SZ,2019/5/16,创业板
300778.SZ,2019/5/10,创业板
300779.SZ,2019/5/22,创业板
300780.SZ,2019/5/31,创业板
300781.SZ,2019/6/6,创业板
300782.SZ,2019/6/18,创业板
300783.SZ,2019/7/12,创业板
300785.SZ,2019/7/15,创业板
300786.SZ,2019/7/23,创业板
300787.SZ,2019/8/15,创业板
300788.SZ,2019/7/5,创业板
300789.SZ,2019/8/28,创业板
300790.SZ,2019/9/20,创业板
300791.SZ,2019/9/25,创业板
300792.SZ,2019/9/27,创业板
300793.SZ,2019/10/18,创业板
300795.SZ,2019/10/22,创业板
300796.SZ,2019/11/15,创业板
300797.SZ,2019/11/1,创业板
300798.SZ,2019/11/22,创业板
300799.SZ,2019/10/29,创业板
300800.SZ,2019/11/6,创业板
300801.SZ,2019/11/28,创业板
300802.SZ,2019/11/14,创业板
300803.SZ,2019/11/18,创业板
300805.SZ,2019/11/21,创业板
300806.SZ,2019/11/25,创业板
300807.SZ,2019/12/19,创业板
300808.SZ,2019/11/29,创业板
300809.SZ,2019/12/4,创业板
300810.SZ,2019/12/6,创业板
300811.SZ,2019/12/30,创业板
300812.SZ,2020/1/9,创业板
300813.SZ,2020/1/14,创业板
300815.SZ,2020/1/23,创业板
300816.SZ,2020/2/10,创业板
300817.SZ,2020/2/18,创业板
300818.SZ,2020/2/12,创业板
300819.SZ,2020/3/12,创业板
300820.SZ,2020/2/13,创业板
300821.SZ,2020/3/12,创业板
300822.SZ,2020/3/13,创业板
300823.SZ,2020/3/19,创业板
300824.SZ,2020/6/19,创业板
300825.SZ,2020/3/27,创业板
300826.SZ,2020/4/3,创业板
300827.SZ,2020/4/10,创业板
300828.SZ,2020/4/21,创业板
300829.SZ,2020/4/22,创业板
300830.SZ,2020/5/6,创业板
300831.SZ,2020/5/7,创业板
300832.SZ,2020/5/12,创业板
300833.SZ,2020/5/20,创业板
300835.SZ,2020/5/25,创业板
300836.SZ,2020/5/28,创业板
300837.SZ,2020/6/5,创业板
300838.SZ,2020/6/8,创业板
300839.SZ,2020/6/30,创业板
300840.SZ,2020/7/8,创业板
300841.SZ,2020/6/16,创业板
300842.SZ,2020/6/18,创业板
300843.SZ,2020/7/2,创业板
300845.SZ,2020/7/3,创业板
300846.SZ,2020/7/1,创业板
300847.SZ,2020/7/9,创业板
300848.SZ,2020/7/20,创业板
300849.SZ,2020/7/10,创业板
300850.SZ,2020/7/13,创业板
300851.SZ,2020/7/17,创业板
300852.SZ,2020/7/13,创业板
300853.SZ,2020/7/24,创业板
300855.SZ,2020/7/23,创业板
300856.SZ,2020/7/22,创业板
300857.SZ,2020/7/27,创业板
300858.SZ,2020/7/27,创业板
300859.SZ,2020/8/6,创业板
300860.SZ,2020/8/24,创业板
300861.SZ,2020/8/24,创业板
300862.SZ,2020/8/24,创业板
300863.SZ,2020/8/24,创业板
300864.SZ,2020/8/24,创业板
300865.SZ,2020/8/24,创业板
300866.SZ,2020/8/24,创业板
300867.SZ,2020/8/24,创业板
300868.SZ,2020/8/24,创业板
300869.SZ,2020/8/24,创业板
300870.SZ,2020/8/24,创业板
300871.SZ,2020/8/24,创业板
300872.SZ,2020/8/24,创业板
300873.SZ,2020/8/24,创业板
300875.SZ,2020/8/24,创业板
300876.SZ,2020/8/24,创业板
300877.SZ,2020/8/24,创业板
300878.SZ,2020/8/24,创业板
300879.SZ,2020/9/1,创业板
300880.SZ,2020/9/1,创业板
300881.SZ,2020/9/1,创业板
300882.SZ,2020/9/10,创业板
300883.SZ,2020/9/10,创业板
300884.SZ,2020/11/12,创业板
300885.SZ,2020/9/10,创业板
300886.SZ,2020/9/16,创业板
300887.SZ,2020/9/16,创业板
300888.SZ,2020/9/17,创业板
300889.SZ,2020/9/16,创业板
300890.SZ,2020/9/17,创业板
300891.SZ,2020/9/17,创业板
300892.SZ,2020/9/24,创业板
300893.SZ,2020/9/24,创业板
300894.SZ,2020/12/31,创业板
300895.SZ,2020/9/24,创业板
300896.SZ,2020/9/28,创业板
300897.SZ,2020/9/28,创业板
300898.SZ,2020/10/16,创业板
300899.SZ,2020/10/16,创业板
300900.SZ,2020/10/29,创业板
300901.SZ,2020/10/29,创业板
300902.SZ,2020/10/29,创业板
300903.SZ,2020/11/5,创业板
300905.SZ,2020/11/5,创业板
300906.SZ,2020/11/5,创业板
300907.SZ,2020/11/18,创业板
300908.SZ,2020/11/23,创业板
300909.SZ,2020/11/18,创业板
300910.SZ,2020/11/27,创业板
300911.SZ,2020/12/3,创业板
300912.SZ,2020/12/7,创业板
300913.SZ,2020/12/7,创业板
300915.SZ,2020/12/2,创业板
300916.SZ,2020/12/2,创业板
300917.SZ,2020/12/21,创业板
300918.SZ,2020/12/22,创业板
300919.SZ,2020/12/23,创业板
300920.SZ,2020/12/25,创业板
300921.SZ,2020/12/22,创业板
