WindCodes,IPO_DATE,MKT
601111.SH,2006/8/18,主板
601113.SH,2011/5/9,主板
601116.SH,2011/3/2,主板
601117.SH,2010/1/7,主板
601118.SH,2011/1/7,主板
601126.SH,2010/12/31,主板
601127.SH,2016/6/15,主板
601128.SH,2016/9/30,主板
601137.SH,2011/1/27,主板
601138.SH,2018/6/8,主板
601139.SH,2009/12/25,主板
601155.SH,2015/12/4,主板
601158.SH,2010/3/29,主板
601162.SH,2018/10/19,主板
601163.SH,2016/9/9,主板
601166.SH,2007/2/5,主板
601168.SH,2007/7/12,主板
601169.SH,2007/9/19,主板
601177.SH,2010/10/11,主板
601179.SH,2010/1/28,主板
601186.SH,2008/3/10,主板
601187.SH,2020/10/27,主板
601188.SH,2010/3/19,主板
601198.SH,2015/2/26,主板
601199.SH,2011/3/17,主板
601200.SH,2017/3/31,主板
601208.SH,2011/5/20,主板
601211.SH,2015/6/26,主板
601212.SH,2017/2/15,主板
601216.SH,2011/2/22,主板
601218.SH,2011/5/6,主板
601222.SH,2011/8/8,主板
601225.SH,2014/1/28,主板
601226.SH,2014/12/11,主板
601228.SH,2017/3/29,主板
601229.SH,2016/11/16,主板
601231.SH,2012/2/20,主板
601233.SH,2011/5/18,主板
601236.SH,2019/7/5,主板
601238.SH,2012/3/29,主板
601258.SH,2011/4/28,主板
601288.SH,2010/7/15,主板
601298.SH,2019/1/21,主板
601311.SH,2011/6/2,主板
601318.SH,2007/3/1,主板
601319.SH,2018/11/16,主板
601326.SH,2017/8/16,主板
601328.SH,2007/5/15,主板
601330.SH,2018/6/11,主板
601333.SH,2006/12/22,主板
601336.SH,2011/12/16,主板
601339.SH,2012/6/12,主板
601360.SH,2012/1/16,主板
601366.SH,2017/4/12,主板
601368.SH,2015/6/12,主板
601369.SH,2010/4/28,主板
601375.SH,2017/1/3,主板
601377.SH,2010/10/13,主板
601388.SH,2012/4/23,主板
601390.SH,2007/12/3,主板
601398.SH,2006/10/27,主板
601399.SH,2020/6/8,主板
601456.SH,2020/7/31,主板
601500.SH,2016/9/19,主板
601512.SH,2019/12/20,主板
601515.SH,2012/2/16,主板
601518.SH,2010/3/19,主板
601519.SH,2011/1/28,主板
601555.SH,2011/12/12,主板
601566.SH,2011/5/30,主板
601567.SH,2011/6/15,主板
601568.SH,2020/10/20,主板
601577.SH,2018/9/26,主板
601579.SH,2014/8/25,主板
601588.SH,2006/10/16,主板
601595.SH,2016/8/17,主板
601598.SH,2019/1/18,主板
601599.SH,2011/5/27,主板
601600.SH,2007/4/30,主板
601601.SH,2007/12/25,主板
601606.SH,2018/8/6,主板
601607.SH,1994/3/24,主板
601608.SH,2012/7/6,主板
601609.SH,2020/4/22,主板
601611.SH,2016/6/6,主板
601615.SH,2019/1/23,主板
601616.SH,2011/2/1,主板
601618.SH,2009/9/21,主板
601619.SH,2017/7/20,主板
601628.SH,2007/1/9,主板
601633.SH,2011/9/28,主板
601636.SH,2011/8/12,主板
601658.SH,2019/12/10,主板
601666.SH,2006/11/23,主板
601668.SH,2009/7/29,主板
601669.SH,2011/10/18,主板
601677.SH,2011/9/19,主板
601678.SH,2010/2/23,主板
601686.SH,2020/12/4,主板
601688.SH,2010/2/26,主板
601689.SH,2015/3/19,主板
601696.SH,2020/2/26,主板
601698.SH,2019/6/28,主板
601699.SH,2006/9/22,主板
601700.SH,2011/1/18,主板
601702.SH,2020/9/7,主板
601717.SH,2010/8/3,主板
601718.SH,2010/8/16,主板
601727.SH,2008/12/5,主板
601766.SH,2008/8/18,主板
601777.SH,2010/11/25,主板
601778.SH,2020/5/19,主板
601788.SH,2009/8/18,主板
601789.SH,2011/8/16,主板
601798.SH,2011/6/22,主板
601799.SH,2011/2/1,主板
601800.SH,2012/3/9,主板
601801.SH,2010/1/18,主板
601808.SH,2007/9/28,主板
601811.SH,2016/8/8,主板
601816.SH,2020/1/16,主板
601818.SH,2010/8/18,主板
601827.SH,2020/6/5,主板
601828.SH,2018/1/17,主板
601838.SH,2018/1/31,主板
601857.SH,2007/11/5,主板
601858.SH,2017/1/18,主板
601860.SH,2019/1/3,主板
601865.SH,2019/2/15,主板
601866.SH,2007/12/12,主板
601869.SH,2018/7/20,主板
601872.SH,2006/12/1,主板
601877.SH,2010/1/21,主板
601878.SH,2017/6/26,主板
601880.SH,2010/12/6,主板
601881.SH,2017/1/23,主板
601882.SH,2016/11/7,主板
601886.SH,2011/8/18,主板
601888.SH,2009/10/15,主板
601890.SH,2010/12/28,主板
601898.SH,2008/2/1,主板
601899.SH,2008/4/25,主板
601900.SH,2016/2/15,主板
601901.SH,2011/8/10,主板
601908.SH,2011/9/8,主板
601916.SH,2019/11/26,主板
601918.SH,2007/12/19,主板
601919.SH,2007/6/26,主板
601928.SH,2011/11/30,主板
601929.SH,2012/2/23,主板
601933.SH,2010/12/15,主板
601939.SH,2007/9/25,主板
601949.SH,2017/8/21,主板
601952.SH,2017/5/15,主板
601956.SH,2020/12/25,主板
601958.SH,2008/4/17,主板
601963.SH,2021/2/5,主板
601965.SH,2012/6/11,主板
601966.SH,2016/7/6,主板
601968.SH,2015/6/11,主板
601969.SH,2014/12/9,主板
601975.SH,2019/1/8,主板
601985.SH,2015/6/10,主板
601988.SH,2006/7/5,主板
601989.SH,2009/12/16,主板
601990.SH,2018/6/13,主板
601991.SH,2006/12/20,主板
601992.SH,2011/3/1,主板
601995.SH,2020/11/2,主板
601996.SH,2011/9/29,主板
601997.SH,2016/8/16,主板
601998.SH,2007/4/27,主板
601999.SH,2007/12/21,主板
603000.SH,2012/4/27,主板
603001.SH,2012/4/26,主板
603002.SH,2012/5/18,主板
603003.SH,2012/8/17,主板
603005.SH,2014/2/10,主板
603006.SH,2014/6/30,主板
603007.SH,2016/8/26,主板
603008.SH,2012/7/17,主板
603009.SH,2014/7/18,主板
603010.SH,2014/10/10,主板
603011.SH,2014/11/7,主板
603012.SH,2015/3/20,主板
603013.SH,2018/5/9,主板
603015.SH,2015/3/3,主板
603016.SH,2016/7/1,主板
603017.SH,2014/12/31,主板
603018.SH,2014/10/13,主板
603019.SH,2014/11/6,主板
603020.SH,2015/3/25,主板
603021.SH,2015/4/23,主板
603022.SH,2015/5/18,主板
603023.SH,2015/5/27,主板
603025.SH,2015/4/22,主板
603026.SH,2015/5/29,主板
603027.SH,2016/3/7,主板
603028.SH,2016/3/31,主板
603029.SH,2016/4/27,主板
603030.SH,2015/3/20,主板
603031.SH,2016/8/22,主板
603032.SH,2017/1/5,主板
603033.SH,2016/12/7,主板
603035.SH,2017/1/5,主板
603036.SH,2016/12/9,主板
603037.SH,2017/1/20,主板
603038.SH,2017/1/16,主板
603039.SH,2017/1/13,主板
603040.SH,2017/2/9,主板
603041.SH,2017/3/30,主板
603042.SH,2017/6/2,主板
603043.SH,2017/6/27,主板
603045.SH,2018/5/17,主板
603050.SH,2017/4/14,主板
603053.SH,2019/12/17,主板
603055.SH,2017/9/21,主板
603056.SH,2018/1/16,主板
603058.SH,2016/12/23,主板
603059.SH,2018/3/2,主板
603060.SH,2016/11/9,主板
603063.SH,2017/7/28,主板
603066.SH,2015/6/11,主板
603067.SH,2016/9/13,主板
603068.SH,2019/4/15,主板
603069.SH,2016/7/12,主板
603076.SH,2017/11/13,主板
603077.SH,2012/7/31,主板
603078.SH,2017/4/10,主板
603079.SH,2017/8/23,主板
603080.SH,2018/1/3,主板
603081.SH,2017/4/20,主板
603083.SH,2017/11/10,主板
603085.SH,2015/6/30,主板
603086.SH,2017/5/11,主板
603087.SH,2020/6/29,主板
603088.SH,2014/11/11,主板
603089.SH,2017/1/26,主板
603090.SH,2016/8/31,主板
603093.SH,2019/8/30,主板
603095.SH,2020/4/15,主板
603096.SH,2017/4/25,主板
603098.SH,2016/12/16,主板
603099.SH,2014/8/22,主板
603100.SH,2014/8/5,主板
603101.SH,2016/5/6,主板
603103.SH,2017/10/12,主板
603105.SH,2018/7/9,主板
603106.SH,2017/9/20,主板
603108.SH,2015/5/27,主板
603109.SH,2019/12/31,主板
603110.SH,2017/10/13,主板
603111.SH,2014/8/1,主板
603112.SH,2020/9/17,主板
603113.SH,2017/5/11,主板
603115.SH,2019/8/9,主板
603116.SH,2015/6/29,主板
603117.SH,2015/6/29,主板
603118.SH,2015/2/25,主板
603121.SH,2019/1/11,主板
603123.SH,2012/5/3,主板
603126.SH,2014/7/31,主板
603127.SH,2017/8/25,主板
603128.SH,2012/5/29,主板
603129.SH,2017/8/18,主板
603131.SH,2016/6/7,主板
603133.SH,2017/3/20,主板
603136.SH,2017/9/27,主板
603138.SH,2017/3/6,主板
603139.SH,2017/4/21,主板
603155.SH,2020/9/1,主板
603156.SH,2018/2/12,主板
603157.SH,2017/9/25,主板
603158.SH,2015/3/20,主板
603159.SH,2016/8/12,主板
603160.SH,2016/10/17,主板
603161.SH,2018/1/5,主板
603165.SH,2017/1/17,主板
603166.SH,2014/11/27,主板
603167.SH,2012/9/6,主板
603168.SH,2014/7/2,主板
603169.SH,2014/10/9,主板
603177.SH,2017/2/7,主板
603178.SH,2017/3/28,主板
603179.SH,2017/3/17,主板
603180.SH,2017/5/12,主板
603181.SH,2017/8/24,主板
603183.SH,2017/9/5,主板
603185.SH,2018/12/28,主板
603186.SH,2017/1/3,主板
603187.SH,2018/11/29,主板
603188.SH,2014/9/9,主板
603189.SH,2016/9/14,主板
603192.SH,2018/8/28,主板
603195.SH,2020/2/6,主板
603196.SH,2017/5/31,主板
603197.SH,2017/5/19,主板
603198.SH,2015/5/28,主板
603199.SH,2015/3/26,主板
603200.SH,2017/6/1,主板
603203.SH,2016/11/8,主板
603208.SH,2017/2/10,主板
603212.SH,2020/4/30,主板
603214.SH,2018/3/30,主板
603217.SH,2019/6/20,主板
603218.SH,2016/12/28,主板
603220.SH,2018/11/15,主板
603221.SH,2020/3/23,主板
603222.SH,2015/2/17,主板
603223.SH,2015/6/30,主板
603225.SH,2017/4/18,主板
603226.SH,2017/6/15,主板
603227.SH,2015/5/15,主板
603228.SH,2017/1/6,主板
603229.SH,2017/5/9,主板
603232.SH,2017/4/21,主板
603233.SH,2017/7/31,主板
603236.SH,2019/7/16,主板
603238.SH,2017/2/22,主板
603239.SH,2016/12/30,主板
603256.SH,2019/7/19,主板
603258.SH,2016/10/26,主板
603259.SH,2018/5/8,主板
603260.SH,2017/10/30,主板
603266.SH,2017/1/10,主板
603267.SH,2019/5/15,主板
603268.SH,2015/3/19,主板
603269.SH,2017/5/17,主板
603277.SH,2017/9/11,主板
603278.SH,2017/11/13,主板
603279.SH,2019/7/29,主板
603283.SH,2017/12/25,主板
603286.SH,2017/6/27,主板
603288.SH,2014/2/11,主板
603289.SH,2017/10/31,主板
603290.SH,2020/2/4,主板
603297.SH,2018/9/10,主板
603298.SH,2016/12/27,主板
603299.SH,2015/12/31,主板
603300.SH,2015/5/29,主板
603301.SH,2018/4/12,主板
603303.SH,2017/3/30,主板
603305.SH,2017/7/10,主板
603306.SH,2014/9/26,主板
603308.SH,2014/1/22,主板
603309.SH,2015/3/2,主板
603311.SH,2015/5/18,主板
603313.SH,2016/10/13,主板
603315.SH,2015/4/24,主板
603316.SH,2017/6/19,主板
603317.SH,2019/4/16,主板
603318.SH,2015/4/24,主板
603319.SH,2016/11/30,主板
603320.SH,2017/5/2,主板
603321.SH,2017/9/15,主板
603322.SH,2016/7/28,主板
603323.SH,2016/11/29,主板
603326.SH,2017/6/16,主板
603327.SH,2019/5/23,主板
603328.SH,2014/7/1,主板
603329.SH,2017/12/29,主板
603330.SH,2017/2/13,主板
603331.SH,2017/7/5,主板
603332.SH,2019/1/17,主板
603333.SH,2012/5/7,主板
603335.SH,2017/6/20,主板
603336.SH,2016/11/24,主板
603337.SH,2017/1/19,主板
603338.SH,2015/3/25,主板
603339.SH,2016/5/19,主板
603345.SH,2017/2/22,主板
603348.SH,2018/4/26,主板
603351.SH,2019/1/30,主板
603353.SH,2020/4/7,主板
603355.SH,2015/5/13,主板
603356.SH,2018/1/24,主板
603357.SH,2017/8/1,主板
603358.SH,2017/1/25,主板
603359.SH,2017/9/1,主板
603360.SH,2017/2/6,主板
603363.SH,2017/9/26,主板
603365.SH,2017/11/20,主板
603366.SH,2012/5/21,主板
603367.SH,2017/9/29,主板
603368.SH,2014/12/4,主板
603369.SH,2014/7/3,主板
603377.SH,2016/2/5,主板
603378.SH,2017/9/28,主板
603379.SH,2019/4/2,主板
603380.SH,2017/6/22,主板
603383.SH,2017/5/22,主板
603385.SH,2017/4/5,主板
603386.SH,2017/9/12,主板
603387.SH,2017/7/17,主板
603388.SH,2017/3/24,主板
603389.SH,2016/12/15,主板
603390.SH,2019/11/25,主板
603392.SH,2020/4/29,主板
603393.SH,2016/9/12,主板
603396.SH,2017/10/18,主板
603398.SH,2015/12/9,主板
603399.SH,2012/8/24,主板
603408.SH,2020/7/30,主板
603416.SH,2016/12/21,主板
603421.SH,2016/10/11,主板
603429.SH,2017/1/24,主板
603439.SH,2020/4/28,主板
603444.SH,2017/1/4,主板
603456.SH,2014/10/10,主板
603458.SH,2017/8/9,主板
603466.SH,2017/10/20,主板
603477.SH,2017/12/18,主板
603486.SH,2018/5/28,主板
603488.SH,2017/5/16,主板
603489.SH,2019/11/11,主板
603496.SH,2017/6/7,主板
603499.SH,2017/10/16,主板
603500.SH,2017/9/4,主板
603501.SH,2017/5/4,主板
603505.SH,2017/5/3,主板
603506.SH,2018/2/1,主板
603507.SH,2017/11/6,主板
603508.SH,2015/12/24,主板
603515.SH,2016/8/19,主板
603516.SH,2018/2/2,主板
603517.SH,2017/3/17,主板
603518.SH,2014/12/3,主板
603519.SH,2015/3/19,主板
603520.SH,2016/3/9,主板
603527.SH,2017/9/7,主板
603528.SH,2016/5/3,主板
603530.SH,2019/8/5,主板
603533.SH,2017/9/21,主板
603535.SH,2017/8/8,主板
603536.SH,2017/6/13,主板
603538.SH,2017/4/7,主板
603551.SH,2020/1/15,主板
603555.SH,2014/1/24,主板
603556.SH,2016/11/10,主板
603557.SH,2017/8/18,主板
603558.SH,2015/1/27,主板
603559.SH,2016/12/2,主板
603565.SH,2020/9/25,主板
603566.SH,2015/5/18,主板
603567.SH,2015/4/24,主板
603568.SH,2015/5/28,主板
603569.SH,2016/8/10,主板
603577.SH,2016/12/22,主板
603578.SH,2017/3/6,主板
603579.SH,2017/1/11,主板
603580.SH,2017/5/25,主板
603583.SH,2018/9/21,主板
603585.SH,2016/12/14,主板
603586.SH,2017/4/6,主板
603587.SH,2018/6/22,主板
603588.SH,2014/12/29,主板
603589.SH,2015/6/29,主板
603590.SH,2018/8/27,主板
603595.SH,2017/7/12,主板
603596.SH,2018/4/27,主板
603598.SH,2015/5/27,主板
603599.SH,2015/5/13,主板
603600.SH,2015/1/23,主板
603601.SH,2015/1/22,主板
603602.SH,2017/8/10,主板
603603.SH,2017/2/17,主板
603605.SH,2017/11/15,主板
603606.SH,2014/10/15,主板
603607.SH,2017/10/25,主板
603608.SH,2016/2/18,主板
603609.SH,2014/8/8,主板
603610.SH,2019/10/29,主板
603611.SH,2015/1/28,主板
603612.SH,2017/7/18,主板
603613.SH,2019/7/30,主板
603615.SH,2017/2/13,主板
603616.SH,2015/6/11,主板
603617.SH,2017/7/3,主板
603618.SH,2015/2/17,主板
603619.SH,2017/11/17,主板
603626.SH,2017/2/9,主板
603628.SH,2017/1/12,主板
603629.SH,2018/12/24,主板
603630.SH,2017/3/13,主板
603633.SH,2016/11/17,主板
603636.SH,2014/12/30,主板
603637.SH,2017/2/8,主板
603638.SH,2017/1/20,主板
603639.SH,2017/1/12,主板
603648.SH,2017/9/13,主板
603650.SH,2018/6/27,主板
603655.SH,2017/12/29,主板
603656.SH,2017/3/21,主板
603657.SH,2018/7/30,主板
603658.SH,2016/9/1,主板
603659.SH,2017/11/3,主板
603660.SH,2016/12/1,主板
603661.SH,2017/11/21,主板
603662.SH,2019/8/6,主板
603663.SH,2016/8/1,主板
603665.SH,2017/3/13,主板
603666.SH,2018/6/12,主板
603667.SH,2016/10/25,主板
603668.SH,2017/1/17,主板
603669.SH,2015/5/28,主板
603676.SH,2017/7/21,主板
603677.SH,2017/2/6,主板
603678.SH,2015/1/26,主板
603679.SH,2017/6/21,主板
603680.SH,2018/2/27,主板
603681.SH,2019/3/26,主板
603682.SH,2020/4/21,主板
603683.SH,2017/10/20,主板
603685.SH,2017/11/27,主板
603686.SH,2015/1/26,主板
603687.SH,2019/7/26,主板
603688.SH,2014/10/31,主板
603689.SH,2017/1/10,主板
603690.SH,2017/1/13,主板
603693.SH,2018/7/3,主板
603696.SH,2015/12/9,主板
603697.SH,2019/5/8,主板
603698.SH,2015/1/28,主板
603699.SH,2014/1/17,主板
603700.SH,2019/1/22,主板
603701.SH,2016/4/12,主板
603703.SH,2015/4/23,主板
603706.SH,2018/7/9,主板
603707.SH,2017/7/19,主板
603708.SH,2016/12/13,主板
603709.SH,2018/2/8,主板
603711.SH,2017/11/30,主板
603712.SH,2018/2/26,主板
603713.SH,2018/7/13,主板
603716.SH,2016/10/31,主板
603717.SH,2017/3/27,主板
603718.SH,2015/5/15,主板
603719.SH,2020/2/24,主板
603721.SH,2017/8/11,主板
603722.SH,2017/10/25,主板
603725.SH,2017/9/6,主板
603726.SH,2016/4/21,主板
603727.SH,2016/11/22,主板
603728.SH,2017/5/9,主板
603729.SH,2015/3/24,主板
603730.SH,2017/7/28,主板
603733.SH,2018/4/20,主板
603737.SH,2016/6/3,主板
603738.SH,2016/9/28,主板
603739.SH,2019/1/16,主板
603755.SH,2019/8/28,主板
603757.SH,2017/7/11,主板
603758.SH,2017/5/17,主板
603766.SH,2012/8/10,主板
603767.SH,2017/6/13,主板
603768.SH,2017/3/24,主板
603773.SH,2018/4/17,主板
603776.SH,2017/8/17,主板
603777.SH,2016/10/12,主板
603778.SH,2015/12/31,主板
603779.SH,2016/5/16,主板
603786.SH,2019/10/15,主板
603787.SH,2017/4/27,主板
603788.SH,2015/1/20,主板
603789.SH,2015/4/27,主板
603790.SH,2018/9/12,主板
603797.SH,2017/4/13,主板
603798.SH,2016/4/6,主板
603799.SH,2015/1/29,主板
603800.SH,2015/12/10,主板
603801.SH,2017/6/30,主板
603803.SH,2017/4/20,主板
603806.SH,2014/9/5,主板
603808.SH,2015/4/22,主板
603809.SH,2017/11/28,主板
603810.SH,2018/9/17,主板
603811.SH,2017/3/15,主板
603813.SH,2017/9/18,主板
603815.SH,2019/10/21,主板
603816.SH,2016/10/14,主板
603817.SH,2017/2/20,主板
603818.SH,2015/4/22,主板
603819.SH,2016/11/25,主板
603822.SH,2016/4/28,主板
603823.SH,2016/12/20,主板
603825.SH,2017/8/2,主板
603826.SH,2017/4/14,主板
603828.SH,2015/2/26,主板
603829.SH,2017/10/17,主板
603833.SH,2017/3/28,主板
603838.SH,2015/7/1,主板
603839.SH,2017/2/14,主板
603843.SH,2016/9/5,主板
603848.SH,2017/12/1,主板
603855.SH,2017/5/24,主板
603856.SH,2017/11/6,主板
603858.SH,2016/11/18,主板
603859.SH,2016/10/21,主板
603860.SH,2017/8/2,主板
603861.SH,2016/3/22,主板
603863.SH,2019/6/21,主板
603866.SH,2015/12/22,主板
603867.SH,2019/6/27,主板
603868.SH,2016/4/18,主板
603869.SH,2015/3/26,主板
603871.SH,2018/2/6,主板
603876.SH,2018/4/18,主板
603877.SH,2017/1/9,主板
603878.SH,2016/12/19,主板
603879.SH,2017/6/14,主板
603880.SH,2017/8/7,主板
603881.SH,2017/2/8,主板
603882.SH,2017/9/8,主板
603883.SH,2015/4/23,主板
603885.SH,2015/5/27,主板
603886.SH,2016/12/28,主板
603887.SH,2016/10/10,主板
603888.SH,2016/10/28,主板
603889.SH,2014/12/31,主板
603890.SH,2017/12/12,主板
603893.SH,2020/2/7,主板
603895.SH,2018/1/22,主板
603896.SH,2017/5/10,主板
603897.SH,2018/4/10,主板
603898.SH,2015/2/17,主板
603899.SH,2015/1/27,主板
603900.SH,2016/11/23,主板
603901.SH,2015/5/29,主板
603903.SH,2017/3/14,主板
603906.SH,2017/4/10,主板
603908.SH,2017/3/7,主板
603909.SH,2016/6/28,主板
603912.SH,2017/11/1,主板
603915.SH,2019/6/14,主板
603916.SH,2017/11/10,主板
603917.SH,2017/12/4,主板
603918.SH,2015/5/28,主板
603919.SH,2016/3/10,主板
603920.SH,2017/4/26,主板
603922.SH,2017/10/23,主板
603926.SH,2017/5/10,主板
603927.SH,2019/9/9,主板
603928.SH,2016/12/12,主板
603929.SH,2016/12/30,主板
603931.SH,2020/8/19,主板
603933.SH,2017/7/6,主板
603936.SH,2015/12/9,主板
603937.SH,2017/11/2,主板
603938.SH,2017/6/28,主板
603939.SH,2015/2/17,主板
603948.SH,2020/3/2,主板
603949.SH,2020/3/10,主板
603950.SH,2020/5/26,主板
603955.SH,2017/3/10,主板
603956.SH,2019/2/22,主板
603958.SH,2016/6/29,主板
603959.SH,2016/5/17,主板
603960.SH,2017/3/14,主板
603963.SH,2017/9/22,主板
603966.SH,2017/1/25,主板
603967.SH,2019/4/29,主板
603968.SH,2015/5/18,主板
603969.SH,2015/2/27,主板
603970.SH,2017/11/16,主板
603976.SH,2017/8/22,主板
603977.SH,2016/11/11,主板
603978.SH,2017/8/7,主板
603979.SH,2015/6/30,主板
603980.SH,2017/6/15,主板
603982.SH,2019/5/22,主板
603983.SH,2019/7/25,主板
603985.SH,2017/5/5,主板
603986.SH,2016/8/18,主板
603987.SH,2016/11/21,主板
603988.SH,2014/11/4,主板
603989.SH,2015/5/15,主板
603990.SH,2016/12/8,主板
603991.SH,2017/3/8,主板
603992.SH,2019/8/26,主板
603993.SH,2012/10/9,主板
603995.SH,2019/12/24,主板
603996.SH,2015/12/22,主板
603997.SH,2015/3/2,主板
603998.SH,2014/12/5,主板
603999.SH,2015/12/10,主板
605001.SH,2020/5/22,主板
605003.SH,2020/9/8,主板
605005.SH,2021/1/19,主板
605006.SH,2020/9/3,主板
605007.SH,2020/11/10,主板
605008.SH,2020/8/21,主板
605009.SH,2020/9/11,主板
605018.SH,2020/9/29,主板
605050.SH,2020/9/24,主板
605055.SH,2021/1/29,主板
605058.SH,2020/10/21,主板
605060.SH,2021/3/1,主板
605066.SH,2020/8/7,主板
605068.SH,2020/11/23,主板
605077.SH,2021/2/9,主板
605081.SH,2021/2/9,主板
605088.SH,2020/8/17,主板
605099.SH,2020/9/30,主板
605100.SH,2020/8/11,主板
605108.SH,2020/7/16,主板
605111.SH,2020/9/28,主板
605116.SH,2020/9/21,主板
605118.SH,2020/7/30,主板
605122.SH,2021/3/10,主板
605123.SH,2020/8/25,主板
605128.SH,2020/9/15,主板
605133.SH,2021/2/24,主板
605136.SH,2020/9/29,主板
605151.SH,2020/12/15,主板
605155.SH,2020/12/31,主板
605158.SH,2020/8/5,主板
605166.SH,2020/6/18,主板
605168.SH,2020/5/28,主板
605169.SH,2020/10/30,主板
605177.SH,2020/11/25,主板
605178.SH,2020/8/21,主板
605179.SH,2020/12/28,主板
605183.SH,2020/12/7,主板
605186.SH,2020/12/22,主板
605188.SH,2020/7/28,主板
605198.SH,2020/9/18,主板
605199.SH,2020/7/10,主板
605208.SH,2021/3/8,主板
605218.SH,2020/9/28,主板
605222.SH,2020/7/31,主板
605228.SH,2021/1/20,主板
605255.SH,2020/8/25,主板
605258.SH,2020/12/3,主板
605266.SH,2020/12/1,主板
605268.SH,2021/2/24,主板
605277.SH,2021/1/6,主板
605286.SH,2021/3/22,主板
605288.SH,2020/6/1,主板
605298.SH,2021/3/1,主板
605299.SH,2020/12/15,主板
605303.SH,2021/3/1,主板
605318.SH,2020/8/3,主板
605333.SH,2020/8/18,主板
605336.SH,2020/10/19,主板
605337.SH,2021/2/8,主板
605338.SH,2020/10/12,主板
605358.SH,2020/9/11,主板
605366.SH,2020/8/12,主板
605368.SH,2021/1/29,主板
605369.SH,2020/9/16,主板
605376.SH,2020/12/8,主板
605377.SH,2020/12/28,主板
605388.SH,2020/8/18,主板
605389.SH,2021/3/22,主板
605398.SH,2021/1/21,主板
605399.SH,2020/8/4,主板
605500.SH,2020/12/22,主板
688001.SH,2019/7/22,科创板
688002.SH,2019/7/22,科创板
688003.SH,2019/7/22,科创板
688004.SH,2020/6/12,科创板
688005.SH,2019/7/22,科创板
688006.SH,2019/7/22,科创板
688007.SH,2019/7/22,科创板
688008.SH,2019/7/22,科创板
688009.SH,2019/7/22,科创板
688010.SH,2019/7/22,科创板
688011.SH,2019/7/22,科创板
688012.SH,2019/7/22,科创板
688013.SH,2020/9/28,科创板
688015.SH,2019/7/22,科创板
688016.SH,2019/7/22,科创板
688017.SH,2020/8/28,科创板
688018.SH,2019/7/22,科创板
688019.SH,2019/7/22,科创板
688020.SH,2019/7/22,科创板
688021.SH,2019/11/6,科创板
688022.SH,2019/7/22,科创板
688023.SH,2019/11/5,科创板
688025.SH,2019/10/31,科创板
688026.SH,2020/1/22,科创板
688027.SH,2020/7/9,科创板
688028.SH,2019/7/22,科创板
688029.SH,2019/7/22,科创板
688030.SH,2019/9/30,科创板
688033.SH,2019/7/22,科创板
688036.SH,2019/9/30,科创板
688037.SH,2019/12/16,科创板
688039.SH,2019/12/11,科创板
688050.SH,2020/7/29,科创板
688051.SH,2020/3/20,科创板
688055.SH,2020/8/17,科创板
688056.SH,2020/9/2,科创板
688057.SH,2020/11/11,科创板
688058.SH,2019/11/1,科创板
688059.SH,2021/2/8,科创板
688060.SH,2020/7/10,科创板
688063.SH,2020/12/30,科创板
688065.SH,2020/8/12,科创板
688066.SH,2019/7/22,科创板
688068.SH,2019/9/30,科创板
688069.SH,2020/7/22,科创板
688070.SH,2021/2/10,科创板
688077.SH,2020/7/22,科创板
688078.SH,2019/12/30,科创板
688079.SH,2021/3/2,科创板
688080.SH,2020/2/12,科创板
688081.SH,2020/1/6,科创板
688083.SH,2021/3/11,科创板
688085.SH,2020/4/9,科创板
688086.SH,2020/2/26,科创板
688088.SH,2019/7/22,科创板
688089.SH,2019/12/19,科创板
688090.SH,2020/2/17,科创板
688092.SH,2021/3/19,科创板
688093.SH,2020/9/30,科创板
688095.SH,2020/9/8,科创板
688096.SH,2020/4/9,科创板
688098.SH,2019/10/28,科创板
688099.SH,2019/8/8,科创板
688100.SH,2020/1/21,科创板
688101.SH,2019/11/15,科创板
688106.SH,2020/6/16,科创板
688108.SH,2019/10/30,科创板
688111.SH,2019/11/18,科创板
688116.SH,2019/9/25,科创板
688118.SH,2019/12/4,科创板
688122.SH,2019/7/22,科创板
688123.SH,2019/12/23,科创板
688126.SH,2020/4/20,科创板
688127.SH,2020/9/21,科创板
688128.SH,2019/11/5,科创板
688129.SH,2020/10/23,科创板
688133.SH,2020/10/30,科创板
688135.SH,2020/11/11,科创板
688136.SH,2020/12/14,科创板
688138.SH,2019/11/20,科创板
688139.SH,2019/10/25,科创板
688155.SH,2020/8/11,科创板
688156.SH,2020/9/22,科创板
688157.SH,2020/6/9,科创板
688158.SH,2020/1/20,科创板
688159.SH,2020/1/23,科创板
688160.SH,2020/11/12,科创板
688165.SH,2020/7/15,科创板
688166.SH,2019/11/8,科创板
688168.SH,2019/9/6,科创板
688169.SH,2020/2/21,科创板
688177.SH,2020/2/21,科创板
688178.SH,2020/1/14,科创板
688179.SH,2020/10/26,科创板
688180.SH,2020/7/15,科创板
688181.SH,2020/1/6,科创板
688183.SH,2021/2/25,科创板
688185.SH,2020/8/13,科创板
688186.SH,2020/2/11,科创板
688188.SH,2019/8/8,科创板
688189.SH,2020/3/26,科创板
688196.SH,2019/11/21,科创板
688198.SH,2019/12/9,科创板
688199.SH,2019/11/5,科创板
688200.SH,2020/2/18,科创板
688202.SH,2019/11/5,科创板
688208.SH,2020/2/13,科创板
688215.SH,2020/8/28,科创板
688218.SH,2019/12/11,科创板
688219.SH,2020/11/18,科创板
